,deviceCategory,channelGrouping,PageDepth,sessionDuration,transactions,operatingSystem,landingPageKeyWord,fuente,transporte
0,desktop,Organic Search,22,288.0,0,Windows,home,google,organic
1,desktop,Organic Search,16,101.0,0,Windows,home,google,organic
2,desktop,Direct,6,17.0,0,Windows,home,(direct),(none)
3,desktop,Direct,5,74.0,0,Windows,home,(direct),(none)
4,desktop,Direct,7,61.0,0,Windows,home,(direct),(none)
5,desktop,Paid Search,3,117.0,0,Macintosh,product,google,cpc
6,desktop,Direct,14,537.0,0,Macintosh,home,(direct),(none)
7,desktop,Paid Search,2,166.0,0,Windows,product,google,cpc
8,desktop,Paid Search,2,104.0,0,Windows,product,google,cpc
9,desktop,Organic Search,6,589.0,1,Windows,home,google,organic
10,desktop,Organic Search,3,20.0,0,Windows,home,google,organic
11,desktop,Organic Search,2,63.0,0,Windows,home,google,organic
12,desktop,Organic Search,9,851.0,0,Windows,home,google,organic
13,desktop,Organic Search,3,31.0,0,Windows,home,google,organic
14,desktop,Organic Search,7,180.0,0,Windows,home,google,organic
15,desktop,Organic Search,3,31.0,0,Windows,home,google,organic
16,desktop,Direct,18,1698.0,0,Windows,home,(direct),(none)
17,desktop,Organic Search,5,104.0,0,Windows,home,google,organic
18,desktop,Organic Search,4,112.0,1,Windows,home,google,organic
19,desktop,Organic Search,24,818.0,0,Windows,home,google,organic
20,desktop,Paid Search,38,1859.0,0,Macintosh,product,google,cpc
21,desktop,Organic Search,5,31.0,0,Macintosh,search,google,organic
22,desktop,Paid Search,15,199.0,0,Macintosh,home,google,cpc
23,desktop,Paid Search,3,18.0,0,Macintosh,home,google,cpc
24,desktop,Paid Search,2,194.0,0,Macintosh,product,google,cpc
25,desktop,Organic Search,3,28.0,0,Windows,home,google,organic
26,desktop,Direct,11,235.0,0,Macintosh,home,(direct),(none)
27,desktop,Organic Search,5,763.0,0,Windows,home,google,organic
28,desktop,Organic Search,4,58.0,0,Windows,home,google,organic
29,desktop,Paid Search,9,110.0,0,Macintosh,home,google,cpc
30,desktop,Organic Search,8,804.0,0,Windows,home,google,organic
31,desktop,Organic Search,58,1756.0,0,Windows,home,google,organic
32,desktop,Organic Search,23,1879.0,0,Windows,home,google,organic
33,desktop,Direct,5,162.0,0,Windows,home,(direct),(none)
34,desktop,Direct,8,265.0,0,Windows,home,(direct),(none)
35,desktop,Direct,9,92.0,0,Macintosh,home,(direct),(none)
36,desktop,Direct,9,92.0,0,Macintosh,home,(direct),(none)
37,desktop,Organic Search,8,817.0,0,Macintosh,home,google,organic
38,desktop,Organic Search,3,37.0,0,Windows,home,google,organic
39,desktop,Organic Search,4,20.0,0,Windows,home,google,organic
40,desktop,Organic Search,7,62.0,0,Windows,home,google,organic
41,desktop,Organic Search,12,586.0,0,Windows,home,google,organic
42,desktop,Organic Search,29,690.0,0,Windows,home,google,organic
43,desktop,Organic Search,13,758.0,0,Windows,home,google,organic
44,desktop,Organic Search,3,37.0,0,Windows,home,google,organic
45,desktop,Organic Search,8,219.0,0,Windows,home,google,organic
46,desktop,Paid Search,2,19.0,0,Macintosh,product,google,cpc
47,desktop,Direct,5,77.0,0,Windows,home,(direct),(none)
48,desktop,Organic Search,4,83.0,0,Macintosh,home,google,organic
49,desktop,Organic Search,5,25.0,0,Macintosh,home,google,organic
50,desktop,Organic Search,13,155.0,0,Windows,home,google,organic
51,desktop,Paid Search,2,7.0,0,Windows,product,google,cpc
52,desktop,Organic Search,5,126.0,0,Windows,home,google,organic
53,desktop,Organic Search,8,180.0,0,Windows,home,google,organic
54,desktop,Organic Search,8,116.0,0,Windows,home,google,organic
55,desktop,Organic Search,21,183.0,0,Windows,home,google,organic
56,desktop,Organic Search,12,418.0,0,Windows,home,google,organic
57,desktop,Paid Search,8,1288.0,0,Windows,home,google,cpc
58,desktop,Paid Search,2,235.0,0,Windows,product,google,cpc
59,desktop,Organic Search,7,39.0,0,Windows,home,google,organic
60,desktop,Organic Search,12,288.0,0,Windows,home,google,organic
61,desktop,Direct,5,56.0,0,Windows,home,(direct),(none)
62,desktop,Direct,5,62.0,0,Windows,home,(direct),(none)
63,desktop,Direct,11,1912.0,0,Windows,product,(direct),(none)
64,desktop,Paid Search,4,45.0,0,Macintosh,product,google,cpc
65,desktop,Organic Search,9,3062.0,0,Macintosh,home,google,organic
66,desktop,Organic Search,9,151.0,0,Windows,home,google,organic
67,desktop,Organic Search,3,292.0,0,Windows,home,google,organic
68,desktop,Organic Search,11,254.0,0,Windows,home,google,organic
69,desktop,Direct,4,19.0,0,Macintosh,home,(direct),(none)
70,desktop,Direct,4,29.0,0,Macintosh,home,(direct),(none)
71,desktop,Organic Search,5,310.0,0,Windows,home,google,organic
72,desktop,Paid Search,7,139.0,0,Windows,product,google,cpc
73,desktop,Organic Search,10,384.0,0,Windows,home,google,organic
74,desktop,Direct,9,214.0,0,Windows,home,(direct),(none)
75,desktop,Direct,28,1223.0,1,Macintosh,home,(direct),(none)
76,desktop,Direct,9,215.0,0,Windows,home,(direct),(none)
77,desktop,Organic Search,6,58.0,0,Windows,home,google,organic
78,desktop,Organic Search,10,137.0,0,Windows,home,google,organic
79,desktop,Organic Search,15,128.0,0,Windows,home,google,organic
80,desktop,Organic Search,4,106.0,0,Windows,home,google,organic
81,desktop,Organic Search,17,572.0,0,Windows,home,google,organic
82,desktop,Organic Search,5,295.0,0,Windows,home,google,organic
83,desktop,Direct,4,197.0,0,Windows,home,(direct),(none)
84,desktop,Direct,8,30.0,0,Windows,home,(direct),(none)
85,desktop,Direct,2,16.0,0,Windows,home,(direct),(none)
86,desktop,Direct,7,2236.0,0,Windows,home,(direct),(none)
87,desktop,Direct,6,219.0,0,Windows,home,(direct),(none)
88,desktop,Direct,3,341.0,0,Windows,home,(direct),(none)
89,desktop,Direct,4,74.0,0,Windows,home,(direct),(none)
90,desktop,Paid Search,2,8.0,0,Windows,home,google,cpc
91,desktop,Paid Search,27,422.0,0,Windows,home,google,cpc
92,desktop,Paid Search,4,30.0,0,Windows,product,google,cpc
93,desktop,Paid Search,4,51.0,0,Windows,home,google,cpc
94,desktop,Paid Search,2,57.0,0,Windows,product,google,cpc
95,desktop,Paid Search,2,16.0,0,Windows,product,google,cpc
96,desktop,Organic Search,7,496.0,0,Windows,home,google,organic
97,desktop,Organic Search,7,687.0,0,Windows,home,google,organic
98,desktop,Organic Search,9,75.0,0,Windows,home,google,organic
99,desktop,Direct,3,54.0,0,Windows,home,(direct),(none)
100,desktop,Direct,2,275.0,0,Windows,home,(direct),(none)
101,desktop,Paid Search,17,1084.0,0,Macintosh,home,google,cpc
102,desktop,Direct,7,59.0,0,Windows,home,(direct),(none)
103,desktop,Organic Search,18,1087.0,0,Windows,product,google,organic
104,desktop,Organic Search,35,1637.0,1,Windows,home,google,organic
105,desktop,Paid Search,7,78.0,0,Macintosh,product,google,cpc
106,desktop,Paid Search,2,32.0,0,Windows,product,google,cpc
107,desktop,Organic Search,5,123.0,0,Windows,home,google,organic
108,desktop,Organic Search,3,21.0,0,Windows,home,google,organic
109,desktop,Organic Search,4,38.0,0,Macintosh,home,google,organic
110,desktop,Organic Search,12,151.0,0,Windows,home,google,organic
111,desktop,Paid Search,6,276.0,0,Windows,home,google,cpc
112,desktop,Direct,7,74.0,0,Windows,product,(direct),(none)
113,desktop,Organic Search,5,256.0,0,Windows,home,google,organic
114,desktop,Direct,6,119.0,0,Windows,home,(direct),(none)
115,desktop,Organic Search,3,72.0,0,Macintosh,home,google,organic
116,desktop,Organic Search,12,73.0,0,Macintosh,home,google,organic
117,desktop,Direct,4,101.0,0,Windows,home,(direct),(none)
118,desktop,Direct,9,67.0,0,Windows,home,(direct),(none)
119,desktop,Direct,5,29.0,0,Windows,home,(direct),(none)
120,desktop,Direct,2,318.0,0,Macintosh,home,(direct),(none)
121,desktop,Direct,5,20.0,0,Macintosh,home,(direct),(none)
122,desktop,Direct,3,11.0,0,Macintosh,home,(direct),(none)
123,desktop,Direct,3,13.0,0,Macintosh,home,(direct),(none)
124,desktop,Organic Search,7,91.0,0,Windows,home,google,organic
125,desktop,Direct,3,1499.0,0,Macintosh,search,(direct),(none)
126,desktop,Direct,2,21.0,0,Macintosh,home,(direct),(none)
127,desktop,Direct,3,59.0,0,Macintosh,home,(direct),(none)
128,desktop,Direct,15,318.0,0,Windows,product,(direct),(none)
129,desktop,Direct,15,318.0,0,Windows,product,(direct),(none)
130,desktop,Direct,22,518.0,0,Windows,home,(direct),(none)
131,desktop,Direct,22,518.0,0,Windows,home,(direct),(none)
132,desktop,Direct,2,235.0,0,Windows,search,(direct),(none)
133,desktop,Organic Search,2,23.0,0,Windows,home,google,organic
134,desktop,Organic Search,11,577.0,1,Windows,home,google,organic
135,desktop,Organic Search,2,22.0,0,Windows,home,google,organic
136,desktop,Organic Search,10,76.0,0,Windows,home,google,organic
137,desktop,Organic Search,18,371.0,0,Windows,home,google,organic
138,desktop,Organic Search,30,617.0,0,Windows,home,google,organic
139,desktop,Organic Search,5,148.0,0,Windows,home,google,organic
140,desktop,Organic Search,6,79.0,0,Windows,home,google,organic
141,desktop,Organic Search,5,82.0,0,Windows,home,google,organic
142,desktop,Direct,5,925.0,0,Macintosh,home,(direct),(none)
143,desktop,Paid Search,2,41.0,0,Windows,product,google,cpc
144,desktop,Paid Search,5,86.0,0,Macintosh,product,google,cpc
145,desktop,Organic Search,16,1126.0,0,Windows,home,google,organic
146,desktop,Organic Search,17,266.0,0,Windows,home,google,organic
147,desktop,Organic Search,7,1093.0,0,Windows,home,google,organic
148,desktop,Paid Search,6,52.0,0,Windows,product,google,cpc
149,desktop,Paid Search,3,27.0,0,Windows,product,google,cpc
150,desktop,Direct,108,2315.0,1,Windows,home,(direct),(none)
151,desktop,Organic Search,16,192.0,0,Windows,home,google,organic
152,desktop,Organic Search,2,7.0,0,Windows,home,google,organic
153,desktop,Organic Search,29,694.0,0,Windows,home,google,organic
154,desktop,Organic Search,4,13.0,0,Windows,home,google,organic
155,desktop,Organic Search,3,26.0,0,Macintosh,product,google,organic
156,desktop,Direct,5,1870.0,0,Windows,home,(direct),(none)
157,desktop,Organic Search,4,31.0,0,Windows,home,google,organic
158,desktop,Organic Search,3,8.0,0,Windows,home,google,organic
159,desktop,Organic Search,3,541.0,0,Windows,home,google,organic
160,desktop,Paid Search,6,101.0,0,Macintosh,product,google,cpc
161,desktop,Organic Search,2,18.0,0,Macintosh,search,google,organic
162,desktop,Organic Search,14,324.0,0,Macintosh,home,google,organic
163,desktop,Paid Search,4,112.0,0,Macintosh,product,google,cpc
164,desktop,Paid Search,7,97.0,0,Macintosh,product,google,cpc
165,desktop,Organic Search,4,32.0,0,Windows,home,google,organic
166,desktop,Direct,8,388.0,0,Windows,home,(direct),(none)
167,desktop,Direct,2,173.0,0,Windows,product,(direct),(none)
168,desktop,Direct,5,1197.0,0,Windows,product,(direct),(none)
169,desktop,Organic Search,3,33.0,0,Windows,home,google,organic
170,desktop,Direct,13,424.0,0,Windows,home,(direct),(none)
171,desktop,Paid Search,11,70.0,0,Macintosh,home,google,cpc
172,desktop,Direct,8,77.0,0,Macintosh,home,(direct),(none)
173,desktop,Paid Search,3,171.0,0,Windows,product,google,cpc
174,desktop,Direct,3,176.0,0,Windows,home,(direct),(none)
175,desktop,Organic Search,4,621.0,0,Windows,product,google,organic
176,desktop,Organic Search,18,531.0,0,Windows,home,google,organic
177,desktop,Direct,7,372.0,0,Windows,home,(direct),(none)
178,desktop,Organic Search,8,207.0,0,Windows,home,google,organic
179,desktop,Organic Search,3,40.0,0,Windows,home,google,organic
180,desktop,Organic Search,62,6092.0,0,Windows,home,google,organic
181,desktop,Organic Search,13,1691.0,0,Windows,home,google,organic
182,desktop,Direct,4,48.0,0,Macintosh,home,(direct),(none)
183,desktop,Direct,2,20.0,0,Macintosh,home,(direct),(none)
184,desktop,Direct,3,69.0,0,Macintosh,home,(direct),(none)
185,desktop,Organic Search,3,552.0,0,Windows,home,google,organic
186,desktop,Organic Search,3,22.0,0,Windows,home,google,organic
187,desktop,Organic Search,4,32.0,0,Windows,home,google,organic
188,desktop,Organic Search,6,75.0,0,Macintosh,home,google,organic
189,desktop,Organic Search,10,567.0,0,Windows,home,google,organic
190,desktop,Paid Search,3,59.0,0,Windows,product,google,cpc
191,desktop,Organic Search,11,340.0,0,Windows,home,google,organic
192,desktop,Organic Search,5,61.0,0,Windows,home,google,organic
193,desktop,Organic Search,3,162.0,0,Windows,home,google,organic
194,desktop,Organic Search,4,411.0,0,Windows,home,google,organic
195,desktop,Organic Search,9,779.0,0,Windows,home,google,organic
196,desktop,Organic Search,9,90.0,0,Macintosh,home,google,organic
197,desktop,Organic Search,4,43.0,0,Windows,home,google,organic
198,desktop,Organic Search,2,273.0,0,Windows,product,google,organic
199,desktop,Organic Search,8,1968.0,0,Windows,product,google,organic
200,desktop,Organic Search,3,27.0,0,Windows,home,google,organic
201,desktop,Paid Search,5,50.0,0,Windows,product,google,cpc
202,desktop,Paid Search,25,2049.0,0,Windows,product,google,cpc
203,desktop,Paid Search,4,48.0,0,Windows,product,google,cpc
204,desktop,Organic Search,6,499.0,1,Windows,home,google,organic
205,desktop,Paid Search,3,72.0,0,Windows,product,google,cpc
206,desktop,Organic Search,4,32.0,0,Macintosh,home,google,organic
207,desktop,Organic Search,10,225.0,0,Windows,home,google,organic
208,desktop,Paid Search,13,2185.0,0,Windows,home,google,cpc
209,desktop,Paid Search,5,154.0,0,Windows,product,google,cpc
210,desktop,Paid Search,2,10.0,0,Windows,product,google,cpc
211,desktop,Paid Search,6,129.0,0,Windows,product,google,cpc
212,desktop,Direct,2,59.0,0,Windows,home,(direct),(none)
213,desktop,Paid Search,2,38.0,0,Windows,product,google,cpc
214,desktop,Organic Search,17,270.0,0,Windows,home,google,organic
215,desktop,Organic Search,50,719.0,0,Windows,home,google,organic
216,desktop,Organic Search,4,55.0,0,Windows,home,google,organic
217,desktop,Organic Search,3,259.0,0,Macintosh,home,google,organic
218,desktop,Organic Search,2,88.0,0,Windows,home,google,organic
219,desktop,Organic Search,2,103.0,0,Windows,home,google,organic
220,desktop,Organic Search,11,162.0,0,Windows,home,google,organic
221,desktop,Organic Search,21,966.0,0,Windows,home,google,organic
222,desktop,Direct,20,663.0,0,Macintosh,home,(direct),(none)
223,desktop,Direct,2,12.0,0,Windows,home,(direct),(none)
224,desktop,Organic Search,22,299.0,0,Windows,home,google,organic
225,desktop,Organic Search,11,226.0,0,Macintosh,home,google,organic
226,desktop,Organic Search,12,257.0,0,Windows,home,google,organic
227,desktop,Paid Search,10,292.0,0,Windows,product,google,cpc
228,desktop,Direct,15,2068.0,0,Windows,home,(direct),(none)
229,desktop,Paid Search,18,923.0,0,Windows,product,google,cpc
230,desktop,Organic Search,13,549.0,0,Windows,home,google,organic
231,desktop,Paid Search,2,54.0,0,Windows,product,google,cpc
232,desktop,Organic Search,19,328.0,0,Windows,home,google,organic
233,desktop,Direct,2,42.0,0,Windows,home,(direct),(none)
234,desktop,Organic Search,21,2852.0,0,Windows,home,google,organic
235,desktop,Organic Search,2,70.0,0,Macintosh,home,google,organic
236,desktop,Paid Search,6,703.0,0,Macintosh,product,google,cpc
237,desktop,Organic Search,3,76.0,0,Windows,home,google,organic
238,desktop,Organic Search,3,30.0,0,Windows,home,google,organic
239,desktop,Organic Search,3,438.0,0,Windows,product,google,organic
240,desktop,Direct,15,234.0,0,Macintosh,product,(direct),(none)
241,desktop,Paid Search,4,54.0,0,Macintosh,product,google,cpc
242,desktop,Direct,2,12.0,0,Windows,search,(direct),(none)
243,desktop,Direct,3,19.0,0,Windows,home,(direct),(none)
244,desktop,Organic Search,7,140.0,0,Windows,home,google,organic
245,desktop,Organic Search,6,105.0,0,Windows,home,google,organic
246,desktop,Paid Search,6,1619.0,0,Windows,home,google,cpc
247,desktop,Paid Search,14,629.0,1,Windows,product,google,cpc
248,desktop,Paid Search,7,56.0,0,Windows,home,google,cpc
249,desktop,Direct,4,44.0,0,Windows,home,(direct),(none)
250,desktop,Paid Search,2,1.0,0,Windows,product,google,cpc
251,desktop,Direct,10,59.0,0,Macintosh,home,(direct),(none)
252,desktop,Paid Search,3,1065.0,0,Windows,product,google,cpc
253,desktop,Direct,3,20.0,0,Macintosh,home,(direct),(none)
254,desktop,Organic Search,3,119.0,0,Windows,home,google,organic
255,desktop,Organic Search,8,236.0,0,Windows,home,google,organic
256,desktop,Organic Search,2,10.0,0,Windows,home,google,organic
257,desktop,Organic Search,26,769.0,0,Windows,home,google,organic
258,desktop,Organic Search,10,272.0,0,Windows,home,google,organic
259,desktop,Organic Search,15,171.0,0,Windows,home,google,organic
260,desktop,Organic Search,5,169.0,0,Windows,home,google,organic
261,desktop,Organic Search,4,56.0,0,Windows,home,google,organic
262,desktop,Organic Search,2,3.0,0,Macintosh,home,google,organic
263,desktop,Organic Search,4,182.0,0,Windows,home,google,organic
264,desktop,Direct,7,78.0,0,Macintosh,home,(direct),(none)
265,desktop,Organic Search,43,2293.0,0,Windows,home,google,organic
266,desktop,Direct,4,1131.0,0,Macintosh,home,(direct),(none)
267,desktop,Paid Search,2,43.0,0,Windows,product,google,cpc
268,desktop,Organic Search,4,75.0,0,Windows,home,google,organic
269,desktop,Organic Search,7,668.0,0,Windows,home,google,organic
270,desktop,Paid Search,10,190.0,0,Macintosh,product,google,cpc
271,desktop,Organic Search,8,171.0,0,Windows,home,google,organic
272,desktop,Direct,6,48.0,0,Windows,home,(direct),(none)
273,desktop,Direct,2,14.0,0,Windows,home,(direct),(none)
274,desktop,Paid Search,4,1252.0,0,Windows,product,google,cpc
275,desktop,Direct,2,22.0,0,Macintosh,home,(direct),(none)
276,desktop,Organic Search,3,21.0,0,Windows,home,google,organic
277,desktop,Organic Search,2,6.0,0,Windows,home,google,organic
278,desktop,Organic Search,41,3157.0,1,Windows,home,google,organic
279,desktop,Organic Search,9,89.0,0,Windows,home,google,organic
280,desktop,Organic Search,6,107.0,0,Macintosh,home,google,organic
281,desktop,Organic Search,13,100.0,0,Windows,home,google,organic
282,desktop,Organic Search,23,379.0,0,Windows,home,google,organic
283,desktop,Direct,7,91.0,0,Windows,home,(direct),(none)
284,desktop,Organic Search,2,5.0,0,Windows,home,google,organic
285,desktop,Organic Search,20,519.0,0,Windows,home,google,organic
286,desktop,Organic Search,3,10.0,0,Macintosh,home,google,organic
287,desktop,Organic Search,2,325.0,0,Windows,home,google,organic
288,desktop,Organic Search,13,1480.0,0,Windows,home,google,organic
289,desktop,Organic Search,3,38.0,0,Windows,home,google,organic
290,desktop,Organic Search,5,248.0,0,Macintosh,home,google,organic
291,desktop,Paid Search,3,77.0,0,Windows,product,google,cpc
292,desktop,Organic Search,5,96.0,0,Windows,home,google,organic
293,desktop,Organic Search,4,124.0,0,Windows,home,google,organic
294,desktop,Paid Search,23,2632.0,0,Windows,home,google,cpc
295,desktop,Organic Search,25,1887.0,0,Windows,home,google,organic
296,desktop,Organic Search,3,74.0,0,Windows,home,google,organic
297,desktop,Organic Search,15,420.0,0,Macintosh,home,google,organic
298,desktop,Direct,16,222.0,0,Windows,home,(direct),(none)
299,desktop,Paid Search,2,986.0,0,Windows,product,google,cpc
300,desktop,Organic Search,5,158.0,0,Windows,home,google,organic
301,desktop,Direct,11,978.0,0,Windows,home,(direct),(none)
302,desktop,Paid Search,4,74.0,0,Macintosh,home,google,cpc
303,desktop,Paid Search,21,842.0,0,Macintosh,product,google,cpc
304,desktop,Paid Search,14,246.0,0,Macintosh,home,google,cpc
305,desktop,Paid Search,2,7.0,0,Macintosh,home,google,cpc
306,desktop,Paid Search,2,7.0,0,Macintosh,home,google,cpc
307,desktop,Organic Search,2,59.0,0,Macintosh,home,google,organic
308,desktop,Organic Search,16,190.0,0,Windows,home,google,organic
309,desktop,Direct,5,21.0,0,Windows,home,(direct),(none)
310,desktop,Direct,25,1452.0,0,Windows,home,(direct),(none)
311,desktop,Direct,11,484.0,0,Windows,home,(direct),(none)
312,desktop,Paid Search,4,53.0,0,Windows,home,google,cpc
313,desktop,Direct,9,98.0,0,Macintosh,home,(direct),(none)
314,desktop,Direct,26,661.0,0,Macintosh,home,(direct),(none)
315,desktop,Direct,9,63.0,0,Macintosh,home,(direct),(none)
316,desktop,Direct,3,50.0,0,Windows,home,(direct),(none)
317,desktop,Direct,3,38.0,0,Macintosh,home,(direct),(none)
318,desktop,Direct,11,882.0,0,Windows,search,(direct),(none)
319,desktop,Organic Search,9,310.0,0,Windows,home,google,organic
320,desktop,Organic Search,3,35.0,0,Windows,home,google,organic
321,desktop,Organic Search,6,402.0,0,Windows,home,google,organic
322,desktop,Organic Search,3,44.0,0,Windows,home,google,organic
323,desktop,Organic Search,4,53.0,0,Windows,home,google,organic
324,desktop,Paid Search,5,204.0,0,Windows,product,google,cpc
325,desktop,Organic Search,12,1539.0,0,Windows,home,google,organic
326,desktop,Organic Search,6,145.0,0,Windows,home,google,organic
327,desktop,Organic Search,6,126.0,0,Windows,home,google,organic
328,desktop,Paid Search,2,15.0,0,Windows,product,google,cpc
329,desktop,Organic Search,2,20.0,0,Windows,home,google,organic
330,desktop,Direct,5,19.0,0,Windows,home,(direct),(none)
331,desktop,Paid Search,47,1200.0,0,Windows,product,google,cpc
332,desktop,Direct,13,387.0,0,Windows,home,(direct),(none)
333,desktop,Organic Search,8,83.0,0,Windows,home,google,organic
334,desktop,Organic Search,4,28.0,0,Windows,home,google,organic
335,desktop,Organic Search,8,63.0,0,Windows,home,google,organic
336,desktop,Organic Search,12,127.0,0,Windows,home,google,organic
337,desktop,Paid Search,7,30.0,0,Windows,product,google,cpc
338,desktop,Paid Search,5,25.0,0,Windows,product,google,cpc
339,desktop,Paid Search,18,152.0,0,Windows,product,google,cpc
340,desktop,Paid Search,37,1244.0,0,Windows,product,google,cpc
341,desktop,Organic Search,2,13.0,0,Windows,home,google,organic
342,desktop,Direct,5,68.0,0,Windows,home,(direct),(none)
343,desktop,Direct,3,40.0,0,Macintosh,home,(direct),(none)
344,desktop,Direct,9,90.0,0,Macintosh,home,(direct),(none)
345,desktop,Direct,3,15.0,0,Windows,home,(direct),(none)
346,desktop,Direct,4,35.0,0,Windows,home,(direct),(none)
347,desktop,Direct,18,1738.0,0,Windows,home,(direct),(none)
348,desktop,Direct,17,114.0,0,Windows,home,(direct),(none)
349,desktop,Direct,11,1112.0,0,Windows,home,(direct),(none)
350,desktop,Organic Search,7,774.0,0,Windows,home,google,organic
351,desktop,Direct,13,297.0,0,Windows,home,(direct),(none)
352,desktop,Direct,2,13.0,0,Macintosh,home,(direct),(none)
353,desktop,Direct,2,5.0,0,Macintosh,home,(direct),(none)
354,desktop,Organic Search,7,65.0,0,Windows,home,google,organic
355,desktop,Organic Search,4,128.0,0,Windows,home,google,organic
356,desktop,Organic Search,7,356.0,0,Windows,home,google,organic
357,desktop,Organic Search,4,298.0,0,Windows,home,google,organic
358,desktop,Organic Search,2,13.0,0,Windows,home,google,organic
359,desktop,Organic Search,5,96.0,0,Windows,home,google,organic
360,desktop,Organic Search,2,32.0,0,Windows,home,google,organic
361,desktop,Organic Search,3,8.0,0,Windows,home,google,organic
362,desktop,Organic Search,21,112.0,0,Macintosh,home,google,organic
363,desktop,Organic Search,2,10.0,0,Macintosh,home,google,organic
364,desktop,Direct,6,59.0,0,Macintosh,home,(direct),(none)
365,desktop,Organic Search,3,93.0,0,Windows,home,google,organic
366,desktop,Organic Search,4,116.0,0,Macintosh,home,google,organic
367,desktop,Organic Search,10,1441.0,0,Windows,home,google,organic
368,desktop,Paid Search,6,57.0,0,Windows,product,google,cpc
369,desktop,Direct,9,105.0,0,Windows,home,(direct),(none)
370,desktop,Direct,12,1081.0,0,Macintosh,home,(direct),(none)
371,desktop,Direct,5,35.0,0,Windows,home,(direct),(none)
372,desktop,Paid Search,8,228.0,0,Windows,product,google,cpc
373,desktop,Organic Search,6,122.0,0,Windows,home,google,organic
374,desktop,Organic Search,3,13.0,0,Windows,home,google,organic
375,desktop,Direct,3,15.0,0,Windows,home,(direct),(none)
376,desktop,Direct,5,115.0,0,Windows,home,(direct),(none)
377,desktop,Organic Search,15,262.0,0,Windows,home,google,organic
378,desktop,Direct,7,122.0,0,Windows,home,(direct),(none)
379,desktop,Direct,3,105.0,0,Windows,home,(direct),(none)
380,desktop,Direct,28,530.0,0,Windows,product,(direct),(none)
381,desktop,Organic Search,10,223.0,0,Windows,home,google,organic
382,desktop,Direct,4,32.0,0,Windows,home,(direct),(none)
383,desktop,Paid Search,16,238.0,0,Windows,product,google,cpc
384,desktop,Paid Search,2,19.0,0,Windows,product,google,cpc
385,desktop,Organic Search,28,2055.0,0,Windows,home,google,organic
386,desktop,Paid Search,4,431.0,0,Windows,product,google,cpc
387,desktop,Organic Search,3,484.0,0,Windows,home,google,organic
388,desktop,Paid Search,2,770.0,0,Windows,product,google,cpc
389,desktop,Paid Search,3,33.0,0,Windows,product,google,cpc
390,desktop,Organic Search,4,227.0,0,Windows,home,google,organic
391,desktop,Direct,4,1147.0,0,Windows,home,(direct),(none)
392,desktop,Direct,6,608.0,0,Windows,home,(direct),(none)
393,desktop,Organic Search,4,355.0,0,Windows,home,google,organic
394,desktop,Organic Search,9,376.0,0,Windows,home,google,organic
395,desktop,Organic Search,13,1367.0,0,Windows,home,google,organic
396,desktop,Organic Search,32,1426.0,0,Windows,home,google,organic
397,desktop,Organic Search,32,1426.0,0,Windows,home,google,organic
398,desktop,Organic Search,3,62.0,0,Windows,home,google,organic
399,desktop,Organic Search,3,24.0,0,Windows,home,google,organic
400,desktop,Organic Search,6,102.0,0,Windows,home,google,organic
401,desktop,Direct,5,42.0,0,Windows,home,(direct),(none)
402,desktop,Paid Search,2,9.0,0,Windows,home,google,cpc
403,desktop,Direct,2,25.0,0,Windows,home,(direct),(none)
404,desktop,Organic Search,16,2094.0,0,Windows,product,google,organic
405,desktop,Direct,4,978.0,0,Windows,home,(direct),(none)
406,desktop,Direct,2,2.0,0,Windows,home,(direct),(none)
407,desktop,Direct,2,10.0,0,Windows,home,(direct),(none)
408,desktop,Paid Search,2,74.0,0,Windows,home,google,cpc
409,desktop,Paid Search,3,13.0,0,Windows,home,google,cpc
410,desktop,Organic Search,4,56.0,0,Windows,home,google,organic
411,desktop,Paid Search,3,775.0,0,Windows,product,google,cpc
412,desktop,Paid Search,3,287.0,0,Windows,product,google,cpc
413,desktop,Organic Search,3,42.0,0,Windows,home,google,organic
414,desktop,Organic Search,3,16.0,0,Windows,home,google,organic
415,desktop,Organic Search,6,79.0,0,Macintosh,home,google,organic
416,desktop,Organic Search,16,254.0,0,Windows,home,google,organic
417,desktop,Organic Search,8,51.0,0,Windows,home,google,organic
418,desktop,Organic Search,9,69.0,0,Windows,home,google,organic
419,desktop,Direct,27,957.0,0,Windows,home,(direct),(none)
420,desktop,Organic Search,2,35.0,0,Windows,home,google,organic
421,desktop,Organic Search,13,1512.0,0,Windows,home,google,organic
422,desktop,Organic Search,14,192.0,0,Windows,home,google,organic
423,desktop,Direct,3,411.0,0,Macintosh,home,(direct),(none)
424,desktop,Organic Search,4,43.0,0,Windows,home,google,organic
425,desktop,Paid Search,3,64.0,0,Windows,product,google,cpc
426,desktop,Direct,6,57.0,0,Macintosh,home,(direct),(none)
427,desktop,Direct,2,20.0,0,Macintosh,home,(direct),(none)
428,desktop,Organic Search,3,13.0,0,Windows,home,google,organic
429,desktop,Organic Search,4,27.0,0,Macintosh,product,google,organic
430,desktop,Organic Search,7,55.0,0,Macintosh,home,google,organic
431,desktop,Organic Search,4,49.0,0,Macintosh,home,google,organic
432,desktop,Organic Search,9,1244.0,0,Macintosh,home,google,organic
433,desktop,Organic Search,4,41.0,0,Windows,home,google,organic
434,desktop,Organic Search,6,674.0,0,Windows,home,google,organic
