,deviceCategory,channelGrouping,PageDepth,sessionDuration,transactions,operatingSystem,landingPageKeyWord,fuente,transporte
14596,desktop,Organic Search,3,86.0,0,Windows,home,google,organic
14597,desktop,Organic Search,14,434.0,0,Windows,home,google,organic
14598,desktop,Organic Search,15,2000.0,0,Windows,home,google,organic
14599,desktop,Organic Search,7,371.0,0,Windows,home,google,organic
14600,desktop,Organic Search,18,629.0,0,Windows,home,google,organic
14601,desktop,Organic Search,7,90.0,0,Windows,home,google,organic
14602,desktop,Direct,4,79.0,0,Windows,home,(direct),(none)
14603,desktop,Direct,11,1494.0,0,Windows,home,(direct),(none)
14604,desktop,Organic Search,4,56.0,0,Windows,home,google,organic
14605,desktop,Organic Search,7,90.0,0,Macintosh,home,google,organic
14606,desktop,Organic Search,2,13.0,0,Windows,home,google,organic
14607,desktop,Organic Search,6,368.0,0,Windows,home,google,organic
14608,desktop,Organic Search,4,169.0,0,Windows,home,google,organic
14609,desktop,Organic Search,19,144.0,0,Windows,home,google,organic
14610,desktop,Paid Search,3,67.0,0,Windows,product,google,cpc
14611,desktop,Organic Search,17,204.0,0,Macintosh,home,google,organic
14612,desktop,Direct,9,91.0,0,Macintosh,home,(direct),(none)
14613,desktop,Organic Search,2,7.0,0,Windows,home,google,organic
14614,desktop,Organic Search,9,154.0,0,Windows,home,google,organic
14615,desktop,Organic Search,2,12.0,0,Windows,home,google,organic
